id,Name,Date_string,Time_string,Event,Status,Latitude,Longitude,MaxiumWind,MinimumPressure,Date,sst,Lat,Long,oni_score,oni_flag
"AL092007","           HUMBERTO","20070914","600","  "," LO","32.4","-91.3","20","1009","2007-09-14","","32","-91","-1.1","-1"
"AL092007","           HUMBERTO","20070914","1200","  "," LO","32.7","-90.2","20","1012","2007-09-14","","33","-90","-1.1","-1"
"AL102007","                TEN","20070921","1200","  "," SD","29.1","-85.4","30","1005","2007-09-21","28.621874","29","-85","-1.1","-1"
"AL102007","                TEN","20070921","1800","  "," TD","29.7","-86.1","30","1005","2007-09-21","28.407856","30","-86","-1.1","-1"
"AL102007","                TEN","20070922","0"," L"," TD","30.4","-86.7","25","1006","2007-09-22","28.044666","30","-87","-1.1","-1"
"AL102007","                TEN","20070922","600","  "," LO","30.7","-87.7","20","1007","2007-09-22","","31","-88","-1.1","-1"
"AL112007","              JERRY","20070923","0","  "," SD","36.2","-46.1","30","1008","2007-09-23","23.876875","36","-46","-1.1","-1"
"AL112007","              JERRY","20070923","600","  "," SS","36.2","-46.1","35","1007","2007-09-23","23.876875","36","-46","-1.1","-1"
"AL112007","              JERRY","20070923","1200","  "," SS","36","-46.3","35","1004","2007-09-23","23.876875","36","-46","-1.1","-1"
"AL112007","              JERRY","20070923","1800","  "," SS","36.5","-46.3","35","1004","2007-09-23","23.876875","36","-46","-1.1","-1"
"AL112007","              JERRY","20070924","0","  "," TS","37.1","-46.3","35","1003","2007-09-24","23.8675","37","-46","-1.1","-1"
"AL112007","              JERRY","20070924","600","  "," TS","38.1","-45.9","35","1004","2007-09-24","24.061249","38","-46","-1.1","-1"
"AL112007","              JERRY","20070924","1200","  "," TS","39.3","-44.7","35","1004","2007-09-24","24.55625","39","-45","-1.1","-1"
"AL112007","              JERRY","20070924","1800","  "," TD","41","-43.5","30","1004","2007-09-24","22.748749","41","-44","-1.1","-1"
"AL122007","              KAREN","20070925","0","  "," TD","10","-35.9","30","1006","2007-09-25","27.684374","10","-36","-1.1","-1"
"AL122007","              KAREN","20070925","600","  "," TS","10.3","-37","35","1005","2007-09-25","27.60125","10","-37","-1.1","-1"
"AL122007","              KAREN","20070925","1200","  "," TS","10.6","-38","35","1005","2007-09-25","27.509375","11","-38","-1.1","-1"
"AL122007","              KAREN","20070925","1800","  "," TS","10.8","-39.2","35","1005","2007-09-25","27.779999","11","-39","-1.1","-1"
"AL122007","              KAREN","20070926","0","  "," TS","10.9","-40.4","40","1003","2007-09-26","27.596874","11","-40","-1.1","-1"
"AL122007","              KAREN","20070926","600","  "," TS","11.2","-41.5","50","997","2007-09-26","28.039375","11","-42","-1.1","-1"
"AL122007","              KAREN","20070926","1200","  "," HU","11.7","-42.4","65","988","2007-09-26","27.785624","12","-42","-1.1","-1"
"AL122007","              KAREN","20070926","1800","  "," HU","12.3","-43.3","65","990","2007-09-26","28.1675","12","-43","-1.1","-1"
"AL122007","              KAREN","20070927","0","  "," TS","12.8","-44.6","60","995","2007-09-27","27.695","13","-45","-1.1","-1"
"AL122007","              KAREN","20070927","600","  "," TS","13.2","-45.7","55","998","2007-09-27","27.992498","13","-46","-1.1","-1"
"AL122007","              KAREN","20070927","1200","  "," TS","13.5","-46.8","55","1002","2007-09-27","27.705624","14","-47","-1.1","-1"
"AL122007","              KAREN","20070927","1800","  "," TS","14.1","-47.9","50","1005","2007-09-27","27.685","14","-48","-1.1","-1"
"AL122007","              KAREN","20070928","0","  "," TS","14.1","-48.8","50","1005","2007-09-28","27.703125","14","-49","-1.1","-1"
"AL122007","              KAREN","20070928","600","  "," TS","14.3","-49","40","1007","2007-09-28","27.703125","14","-49","-1.1","-1"
"AL122007","              KAREN","20070928","1200","  "," TS","14.6","-49","35","1008","2007-09-28","27.752499","15","-49","-1.1","-1"
"AL122007","              KAREN","20070928","1800","  "," TS","15.8","-49.4","35","1008","2007-09-28","27.75","16","-49","-1.1","-1"
"AL122007","              KAREN","20070929","0","  "," TS","16.1","-51","35","1008","2007-09-29","28.045","16","-51","-1.1","-1"
"AL122007","              KAREN","20070929","600","  "," TD","16.3","-52.6","30","1008","2007-09-29","27.669374","16","-53","-1.1","-1"
"AL122007","              KAREN","20070929","1200","  "," LO","16.8","-54.2","30","1009","2007-09-29","27.9175","17","-54","-1.1","-1"
"AL132007","            LORENZO","20070925","1800","  "," TD","21.8","-94.8","25","1009","2007-09-25","29.580624","22","-95","-1.1","-1"
"AL132007","            LORENZO","20070926","0","  "," TD","21.7","-95.2","25","1008","2007-09-26","29.435","22","-95","-1.1","-1"
"AL132007","            LORENZO","20070926","600","  "," TD","21.2","-95","25","1007","2007-09-26","29.508749","21","-95","-1.1","-1"
"AL132007","            LORENZO","20070926","1200","  "," TD","21","-94.7","30","1008","2007-09-26","29.508749","21","-95","-1.1","-1"
"AL132007","            LORENZO","20070926","1800","  "," TD","21.2","-94.4","30","1009","2007-09-26","29.43","21","-94","-1.1","-1"
"AL132007","            LORENZO","20070927","0","  "," TD","21.2","-94.7","30","1008","2007-09-27","29.4525","21","-95","-1.1","-1"
"AL132007","            LORENZO","20070927","600","  "," TD","20.8","-94.8","30","1009","2007-09-27","29.4525","21","-95","-1.1","-1"
"AL132007","            LORENZO","20070927","1200","  "," TS","20.6","-95.1","45","1006","2007-09-27","29.4525","21","-95","-1.1","-1"
"AL132007","            LORENZO","20070927","1800","  "," TS","20.5","-95.7","60","1001","2007-09-27","29.624374","20","-96","-1.1","-1"
"AL132007","            LORENZO","20070928","0","  "," HU","20.5","-96.3","70","990","2007-09-28","28.834373","20","-96","-1.1","-1"
"AL132007","            LORENZO","20070928","500"," L"," HU","20.5","-97","65","993","2007-09-28","28.866665","20","-97","-1.1","-1"
"AL132007","            LORENZO","20070928","600","  "," HU","20.5","-97.1","65","993","2007-09-28","28.866665","20","-97","-1.1","-1"
"AL132007","            LORENZO","20070928","1200","  "," TD","20.5","-98","30","1002","2007-09-28","","20","-98","-1.1","-1"
"AL132007","            LORENZO","20070928","1800","  "," TD","20.7","-98.7","20","1008","2007-09-28","","21","-99","-1.1","-1"
"AL142007","            MELISSA","20070928","600","  "," TD","14","-25.8","25","1010","2007-09-28","27.9425","14","-26","-1.1","-1"
"AL142007","            MELISSA","20070928","1200","  "," TD","14","-26.2","30","1009","2007-09-28","27.9425","14","-26","-1.1","-1"
"AL142007","            MELISSA","20070928","1800","  "," TD","14","-26.6","30","1008","2007-09-28","27.641249","14","-27","-1.1","-1"
"AL142007","            MELISSA","20070929","0","  "," TD","14.2","-27","30","1007","2007-09-29","27.904999","14","-27","-1.1","-1"
"AL142007","            MELISSA","20070929","600","  "," TS","14.5","-27.4","35","1006","2007-09-29","27.904999","14","-27","-1.1","-1"
"AL142007","            MELISSA","20070929","1200","  "," TS","15","-28.1","35","1005","2007-09-29","27.786875","15","-28","-1.1","-1"
"AL142007","            MELISSA","20070929","1800","  "," TS","15.3","-29","35","1005","2007-09-29","27.680624","15","-29","-1.1","-1"
"AL142007","            MELISSA","20070930","0","  "," TS","15.6","-29.9","35","1005","2007-09-30","27.19875","16","-30","-1.1","-1"
"AL142007","            MELISSA","20070930","600","  "," TD","15.8","-30.9","30","1006","2007-09-30","27.003124","16","-31","-1.1","-1"
"AL142007","            MELISSA","20070930","1200","  "," TD","15.9","-32","25","1007","2007-09-30","27.006874","16","-32","-1.1","-1"
"AL142007","            MELISSA","20070930","1800","  "," LO","16.1","-33.3","25","1007","2007-09-30","27.266874","16","-33","-1.1","-1"
"AL142007","            MELISSA","20071001","0","  "," LO","16.2","-34.8","25","1007","2007-10-01","27.33","16","-35","-1.3","-1"
"AL142007","            MELISSA","20071001","600","  "," LO","16.3","-36","25","1007","2007-10-01","27.119999","16","-36","-1.3","-1"
"AL142007","            MELISSA","20071001","1200","  "," LO","16.5","-37.2","25","1008","2007-10-01","27.348124","16","-37","-1.3","-1"
"AL142007","            MELISSA","20071001","1800","  "," LO","16.9","-38.6","25","1008","2007-10-01","27.115","17","-39","-1.3","-1"
"AL142007","            MELISSA","20071002","0","  "," LO","17.2","-40.1","25","1009","2007-10-02","27.28625","17","-40","-1.3","-1"
"AL142007","            MELISSA","20071002","600","  "," LO","17.5","-41.5","20","1010","2007-10-02","27.471249","18","-42","-1.3","-1"
"AL142007","            MELISSA","20071002","1200","  "," LO","18.2","-42.6","20","1010","2007-10-02","27.69125","18","-43","-1.3","-1"
"AL142007","            MELISSA","20071002","1800","  "," LO","18.9","-43.5","25","1010","2007-10-02","27.806873","19","-44","-1.3","-1"
"AL142007","            MELISSA","20071003","0","  "," LO","19.5","-44.5","25","1010","2007-10-03","27.815624","20","-44","-1.3","-1"
"AL142007","            MELISSA","20071003","600","  "," LO","20.1","-45.5","25","1010","2007-10-03","27.991875","20","-46","-1.3","-1"
"AL142007","            MELISSA","20071003","1200","  "," LO","20.7","-46.5","25","1010","2007-10-03","28.11125","21","-46","-1.3","-1"
"AL142007","            MELISSA","20071003","1800","  "," LO","21.3","-47.5","30","1010","2007-10-03","28.333124","21","-48","-1.3","-1"
"AL142007","            MELISSA","20071004","0","  "," LO","21.7","-48.7","25","1010","2007-10-04","28.494999","22","-49","-1.3","-1"
"AL142007","            MELISSA","20071004","600","  "," LO","22","-49.7","25","1010","2007-10-04","28.37125","22","-50","-1.3","-1"
"AL142007","            MELISSA","20071004","1200","  "," LO","22.4","-50.7","25","1010","2007-10-04","28.36625","22","-51","-1.3","-1"
"AL142007","            MELISSA","20071004","1800","  "," LO","23.1","-51.3","25","1010","2007-10-04","28.595625","23","-51","-1.3","-1"
"AL142007","            MELISSA","20071005","0","  "," LO","23.7","-51.9","25","1010","2007-10-05","28.143124","24","-52","-1.3","-1"
"AL142007","            MELISSA","20071005","600","  "," LO","24.3","-52.5","25","1010","2007-10-05","28.143124","24","-52","-1.3","-1"
"AL142007","            MELISSA","20071005","1200","  "," LO","24.5","-53","20","1011","2007-10-05","28.513124","24","-53","-1.3","-1"
"AL142007","            MELISSA","20071005","1800","  "," LO","24.6","-53.5","20","1011","2007-10-05","28.60125","25","-54","-1.3","-1"
"AL152007","            FIFTEEN","20071011","1200","  "," TD","29.5","-52.6","30","1011","2007-10-11","26.30375","30","-53","-1.3","-1"
"AL152007","            FIFTEEN","20071011","1800","  "," TD","30.1","-51","30","1011","2007-10-11","26.523125","30","-51","-1.3","-1"
"AL152007","            FIFTEEN","20071012","0","  "," TD","30","-50","30","1011","2007-10-12","26.069374","30","-50","-1.3","-1"
"AL152007","            FIFTEEN","20071012","600","  "," TD","30.1","-49.6","30","1011","2007-10-12","26.069374","30","-50","-1.3","-1"
"AL152007","            FIFTEEN","20071012","1200","  "," TD","30.2","-49.4","25","1011","2007-10-12","25.946875","30","-49","-1.3","-1"
"AL152007","            FIFTEEN","20071012","1800","  "," TD","30.5","-49.4","25","1012","2007-10-12","25.946875","30","-49","-1.3","-1"
"AL152007","            FIFTEEN","20071013","0","  "," LO","30.9","-49.9","25","1012","2007-10-13","25.475624","31","-50","-1.3","-1"
"AL152007","            FIFTEEN","20071013","600","  "," LO","31.3","-50.3","25","1012","2007-10-13","25.475624","31","-50","-1.3","-1"
"AL152007","            FIFTEEN","20071013","1200","  "," LO","31.8","-50.3","25","1013","2007-10-13","24.320625","32","-50","-1.3","-1"
"AL152007","            FIFTEEN","20071013","1800","  "," LO","32.5","-50","25","1012","2007-10-13","24.320625","32","-50","-1.3","-1"
"AL152007","            FIFTEEN","20071014","0","  "," LO","33.1","-49.2","25","1012","2007-10-14","24.08375","33","-49","-1.3","-1"
"AL152007","            FIFTEEN","20071014","600","  "," LO","33.7","-48.3","25","1012","2007-10-14","23.321875","34","-48","-1.3","-1"
"AL152007","            FIFTEEN","20071014","1200","  "," EX","34.6","-46.8","25","1010","2007-10-14","23.383123","35","-47","-1.3","-1"
"AL152007","            FIFTEEN","20071014","1800","  "," EX","35.6","-44.7","25","1010","2007-10-14","23.23875","36","-45","-1.3","-1"
"AL152007","            FIFTEEN","20071015","0","  "," EX","36","-43","25","1009","2007-10-15","23.49375","36","-43","-1.3","-1"
"AL152007","            FIFTEEN","20071015","600","  "," EX","36.1","-41.4","30","1006","2007-10-15","23.613125","36","-41","-1.3","-1"
"AL152007","            FIFTEEN","20071015","1200","  "," EX","36.1","-39.9","30","1005","2007-10-15","23.24","36","-40","-1.3","-1"
"AL152007","            FIFTEEN","20071015","1800","  "," EX","36.3","-38.8","30","1004","2007-10-15","22.596874","36","-39","-1.3","-1"
"AL152007","            FIFTEEN","20071016","0","  "," EX","37.4","-37","30","1003","2007-10-16","22.58625","37","-37","-1.3","-1"
"AL152007","            FIFTEEN","20071016","600","  "," EX","38.6","-35.2","30","1000","2007-10-16","21.67","39","-35","-1.3","-1"
"AL152007","            FIFTEEN","20071016","1200","  "," EX","39.8","-33.5","35","999","2007-10-16","20.55","40","-34","-1.3","-1"
"AL152007","            FIFTEEN","20071016","1800","  "," EX","40.8","-31.8","40","996","2007-10-16","21.130625","41","-32","-1.3","-1"
"AL152007","            FIFTEEN","20071017","0","  "," EX","41.9","-30.1","45","996","2007-10-17","20.5275","42","-30","-1.3","-1"
"AL152007","            FIFTEEN","20071017","600","  "," EX","43.7","-28.4","45","997","2007-10-17","18.833124","44","-28","-1.3","-1"
"AL152007","            FIFTEEN","20071017","1200","  "," EX","45.8","-26.7","45","998","2007-10-17","18.76","46","-27","-1.3","-1"
"AL152007","            FIFTEEN","20071017","1800","  "," EX","48.7","-25.2","40","999","2007-10-17","15.84375","49","-25","-1.3","-1"
"AL162007","               NOEL","20071024","0","  "," LO","18","-60.2","20","1010","2007-10-24","28.170624","18","-60","-1.3","-1"
"AL162007","               NOEL","20071024","600","  "," LO","18","-60.7","25","1009","2007-10-24","28.290625","18","-61","-1.3","-1"
"AL162007","               NOEL","20071024","1200","  "," LO","18.1","-61.2","25","1009","2007-10-24","28.290625","18","-61","-1.3","-1"
"AL162007","               NOEL","20071024","1800","  "," LO","18.4","-61.7","25","1009","2007-10-24","28.523125","18","-62","-1.3","-1"
"AL162007","               NOEL","20071025","0","  "," LO","18.8","-62.3","25","1009","2007-10-25","28.47375","19","-62","-1.3","-1"
"AL162007","               NOEL","20071025","600","  "," LO","19.1","-62.9","25","1007","2007-10-25","28.688124","19","-63","-1.3","-1"
"AL162007","               NOEL","20071025","1200","  "," LO","19.2","-63.5","25","1007","2007-10-25","28.84","19","-64","-1.3","-1"
"AL162007","               NOEL","20071025","1800","  "," LO","19.1","-64.1","25","1006","2007-10-25","28.84","19","-64","-1.3","-1"
"AL162007","               NOEL","20071026","0","  "," LO","18.8","-64.8","25","1005","2007-10-26","28.84375","19","-65","-1.3","-1"
"AL162007","               NOEL","20071026","600","  "," LO","18","-65.7","25","1005","2007-10-26","29.019","18","-66","-1.3","-1"
"AL162007","               NOEL","20071026","1200","  "," LO","17.2","-66.7","25","1004","2007-10-26","29.106874","17","-67","-1.3","-1"
